"V0","clusters"
"NUI4488","T2"
"NUI4541","T4"
"NUI4542","T2"
"NUI4539","T4"
"NUI4540","T2"
"NUI4545","T2"
"NUI4546","T4"
"NUI4543","T2"
"NUI4544","T2"
"NUI4533","T2"
"NUI4534","T2"
"NUI4531","T2"
"NUI4532","T2"
"NUI4537","T2"
"NUI4538","T2"
"NUI4535","T2"
"NUI4536","T2"
"NUI4525","T2"
"NUI4526","T2"
"NUI4523","T2"
"NUI4524","T2"
"NUI4529","T2"
"NUI4530","T2"
"NUI4527","T2"
"NUI4528","T2"
"NUI4517","T2"
"NUI4518","T2"
"NUI4515","T2"
"NUI4516","T2"
"NUI4521","T2"
"NUI4522","T2"
"NUI4519","T2"
"NUI4520","T2"
"NUI4573","T3"
"NUI4574","T2"
"NUI4571","T2"
"NUI4572","T2"
"NUI4577","T2"
"NUI4578","T2"
"NUI4575","T2"
"NUI4576","T2"
"NUI4565","T2"
"NUI4566","T2"
"NUI4563","T2"
"NUI4564","T2"
"NUI4569","T2"
"NUI4570","T2"
"NUI4567","T2"
"NUI4568","T4"
"NUI4557","T1"
"NUI4558","T4"
"NUI4555","T4"
"NUI4556","T3"
"NUI4561","T3"
"NUI4562","T4"
"NUI4559","T4"
"NUI4560","T2"
"NUI4549","T3"
"NUI4550","T2"
"NUI4547","T2"
"NUI4548","T4"
"NUI4553","T2"
"NUI4554","T2"
"NUI4551","T3"
"NUI4552","T1"
"NUI4605","T2"
"NUI4606","T3"
"NUI4603","T2"
"NUI4604","T2"
"NUI4609","T1"
"NUI4610","T2"
"NUI4607","T3"
"NUI4608","T2"
"NUI4597","T2"
"NUI4598","T3"
"NUI4595","T3"
"NUI4596","T2"
"NUI4601","T4"
"NUI4602","T2"
"NUI4599","T2"
"NUI4600","T4"
"NUI4589","T2"
"NUI4590","T2"
"NUI4587","T2"
"NUI4588","T4"
"NUI4593","T2"
"NUI4594","T4"
"NUI4591","T2"
"NUI4592","T2"
"NUI4581","T4"
"NUI4582","T2"
"NUI4579","T2"
"NUI4580","T2"
"NUI4585","T2"
"NUI4586","T4"
"NUI4583","T4"
"NUI4584","T2"
"NUI4637","T2"
"NUI4638","T2"
"NUI4635","T2"
"NUI4636","T2"
"NUI4641","T1"
"NUI4642","T2"
"NUI4639","T2"
"NUI4640","T1"
"NUI4629","T2"
"NUI4630","T2"
"NUI4627","T2"
"NUI4628","T2"
"NUI4633","T2"
"NUI4634","T3"
"NUI4631","T2"
"NUI4632","T2"
"NUI4621","T2"
"NUI4622","T2"
"NUI4619","T2"
"NUI4620","T4"
"NUI4625","T2"
"NUI4626","T4"
"NUI4623","T2"
"NUI4624","T2"
"NUI4613","T2"
"NUI4614","T2"
"NUI4611","T4"
"NUI4612","T2"
"NUI4617","T2"
"NUI4618","T2"
"NUI4615","T2"
"NUI4616","T2"
"NUI4669","T2"
"NUI4670","T2"
"NUI4667","T3"
"NUI4668","T2"
"NUI4673","T4"
"NUI4674","T2"
"NUI4671","T3"
"NUI4672","T2"
"NUI4661","T2"
"NUI4662","T3"
"NUI4659","T2"
"NUI4660","T2"
"NUI4665","T4"
"NUI4666","T2"
"NUI4663","T4"
"NUI4664","T2"
"NUI4653","T4"
"NUI4654","T4"
"NUI4651","T2"
"NUI4652","T4"
"NUI4657","T2"
"NUI4658","T3"
"NUI4655","T4"
"NUI4656","T2"
"NUI4645","T2"
"NUI4646","T3"
"NUI4643","T2"
"NUI4644","T3"
"NUI4649","T3"
"NUI4650","T3"
"NUI4647","T2"
"NUI4648","T2"
"NUI4701","T4"
"NUI4702","T2"
"NUI4699","T4"
"NUI4700","T2"
"NUI4705","T1"
"NUI4706","T1"
"NUI4703","T2"
"NUI4704","T2"
"NUI4693","T2"
"NUI4694","T4"
"NUI4691","T4"
"NUI4692","T3"
"NUI4697","T4"
"NUI4698","T4"
"NUI4695","T4"
"NUI4696","T4"
"NUI4685","T1"
"NUI4686","T1"
"NUI4683","T4"
"NUI4684","T4"
"NUI4689","T4"
"NUI4690","T2"
"NUI4687","T2"
"NUI4688","T2"
"NUI4677","T4"
"NUI4678","T4"
"NUI4675","T4"
"NUI4676","T3"
"NUI4681","T2"
"NUI4682","T2"
"NUI4679","T4"
"NUI4680","T3"
"NUI4733","T2"
"NUI4734","T2"
"NUI4731","T3"
"NUI4732","T2"
"NUI4737","T3"
"NUI4738","T2"
"NUI4735","T1"
"NUI4736","T4"
"NUI4725","T4"
"NUI4726","T1"
"NUI4723","T1"
"NUI4724","T2"
"NUI4729","T2"
"NUI4730","T2"
"NUI4727","T2"
"NUI4728","T3"
"NUI4717","T1"
"NUI4718","T4"
"NUI4715","T4"
"NUI4716","T2"
"NUI4721","T2"
"NUI4722","T4"
"NUI4719","T2"
"NUI4720","T4"
"NUI4709","T1"
"NUI4710","T1"
"NUI4707","T4"
"NUI4708","T4"
"NUI4713","T3"
"NUI4714","T3"
"NUI4711","T2"
"NUI4712","T2"
"NUI4253","T4"
"NUI4254","T4"
"NUI4251","T4"
"NUI4252","T4"
"NUI4257","T2"
"NUI4258","T1"
"NUI4255","T4"
"NUI4256","T4"
"NUI4244","T4"
"NUI4245","T4"
"NUI4242","T4"
"NUI4243","T4"
"NUI4248","T2"
"NUI4249","T2"
"NUI4246","T4"
"NUI4247","T4"
"NUI4236","T4"
"NUI4237","T3"
"NUI4234","T2"
"NUI4235","T3"
"NUI4240","T2"
"NUI4241","T4"
"NUI4238","T2"
"NUI4239","T4"
"NUI4228","T4"
"NUI4229","T4"
"NUI4226","T1"
"NUI4227","T2"
"NUI4232","T2"
"NUI4233","T4"
"NUI4230","T2"
"NUI4231","T2"
"NUI4279","T2"
"NUI4280","T4"
"NUI4288","T4"
"NUI4278","T4"
"NUI4283","T2"
"NUI4284","T2"
"NUI4281","T4"
"NUI4282","T2"
"NUI4277","T4"
"NUI4293","T3"
"NUI4275","T4"
"NUI4276","T4"
"NUI4290","T2"
"NUI4291","T2"
"NUI4292","T3"
"NUI4289","T1"
"NUI4269","T4"
"NUI4270","T4"
"NUI4267","T4"
"NUI4268","T4"
"NUI4273","T4"
"NUI4274","T4"
"NUI4271","T4"
"NUI4272","T4"
"NUI4261","T4"
"NUI4262","T1"
"NUI4259","T4"
"NUI4260","T4"
"NUI4265","T4"
"NUI4266","T4"
"NUI4263","T4"
"NUI4264","T4"
"NUI4317","T2"
"NUI4318","T2"
"NUI4315","T3"
"NUI4316","T2"
"NUI4321","T2"
"NUI4322","T2"
"NUI4319","T2"
"NUI4320","T2"
"NUI4310","T2"
"NUI4309","T1"
"NUI4307","T4"
"NUI4308","T3"
"NUI4313","T2"
"NUI4314","T3"
"NUI4311","T2"
"NUI4312","T2"
"NUI4301","T4"
"NUI4302","T1"
"NUI4299","T4"
"NUI4300","T3"
"NUI4305","T1"
"NUI4306","T1"
"NUI4303","T4"
"NUI4304","T3"
"NUI4287","T4"
"NUI4294","T3"
"NUI4285","T2"
"NUI4286","T2"
"NUI4297","T1"
"NUI4298","T1"
"NUI4295","T2"
"NUI4296","T1"
"NUI4349","T2"
"NUI4350","T2"
"NUI4347","T2"
"NUI4348","T2"
"NUI4353","T2"
"NUI4354","T2"
"NUI4351","T2"
"NUI4352","T2"
"NUI4341","T2"
"NUI4342","T2"
"NUI4339","T2"
"NUI4340","T2"
"NUI4345","T2"
"NUI4346","T2"
"NUI4343","T2"
"NUI4344","T2"
"NUI4333","T2"
"NUI4334","T2"
"NUI4331","T2"
"NUI4332","T2"
"NUI4337","T2"
"NUI4338","T2"
"NUI4335","T2"
"NUI4336","T2"
"NUI4325","T2"
"NUI4326","T2"
"NUI4323","T2"
"NUI4324","T2"
"NUI4329","T2"
"NUI4330","T2"
"NUI4327","T2"
"NUI4328","T2"
"NUI4381","T4"
"NUI4382","T2"
"NUI4379","T4"
"NUI4380","T2"
"NUI4385","T2"
"NUI4386","T2"
"NUI4383","T2"
"NUI4384","T2"
"NUI4373","T2"
"NUI4374","T2"
"NUI4371","T2"
"NUI4372","T2"
"NUI4377","T4"
"NUI4378","T4"
"NUI4375","T2"
"NUI4376","T4"
"NUI4365","T2"
"NUI4366","T2"
"NUI4363","T2"
"NUI4364","T2"
"NUI4369","T2"
"NUI4370","T2"
"NUI4367","T2"
"NUI4368","T2"
"NUI4357","T2"
"NUI4358","T2"
"NUI4355","T2"
"NUI4356","T2"
"NUI4361","T2"
"NUI4362","T2"
"NUI4359","T2"
"NUI4360","T2"
"NUI4413","T2"
"NUI4414","T3"
"NUI4411","T2"
"NUI4412","T2"
"NUI4417","T2"
"NUI4418","T2"
"NUI4415","T2"
"NUI4416","T2"
"NUI4405","T3"
"NUI4406","T1"
"NUI4403","T4"
"NUI4404","T2"
"NUI4409","T2"
"NUI4410","T1"
"NUI4407","T3"
"NUI4408","T2"
"NUI4397","T2"
"NUI4398","T2"
"NUI4395","T4"
"NUI4396","T2"
"NUI4401","T2"
"NUI4402","T2"
"NUI4399","T2"
"NUI4400","T2"
"NUI4389","T2"
"NUI4390","T2"
"NUI4387","T2"
"NUI4388","T2"
"NUI4393","T4"
"NUI4394","T4"
"NUI4391","T1"
"NUI4392","T3"
"NUI4445","T2"
"NUI4446","T2"
"NUI4443","T2"
"NUI4444","T2"
"NUI4449","T2"
"NUI4450","T3"
"NUI4447","T3"
"NUI4448","T2"
"NUI4437","T3"
"NUI4438","T2"
"NUI4435","T2"
"NUI4436","T1"
"NUI4441","T2"
"NUI4442","T2"
"NUI4439","T2"
"NUI4440","T2"
"NUI4429","T2"
"NUI4430","T2"
"NUI4427","T4"
"NUI4428","T2"
"NUI4433","T2"
"NUI4434","T2"
"NUI4431","T4"
"NUI4432","T2"
"NUI4421","T2"
"NUI4422","T2"
"NUI4419","T2"
"NUI4420","T3"
"NUI4425","T2"
"NUI4426","T2"
"NUI4423","T3"
"NUI4424","T2"
"NUI4477","T2"
"NUI4478","T1"
"NUI4475","T3"
"NUI4476","T2"
"NUI4481","T2"
"NUI4482","T2"
"NUI4479","T2"
"NUI4480","T2"
"NUI4469","T2"
"NUI4470","T3"
"NUI4467","T2"
"NUI4468","T4"
"NUI4473","T3"
"NUI4474","T3"
"NUI4471","T3"
"NUI4472","T4"
"NUI4461","T2"
"NUI4462","T2"
"NUI4459","T2"
"NUI4460","T2"
"NUI4465","T2"
"NUI4466","T2"
"NUI4463","T2"
"NUI4464","T2"
"NUI4453","T2"
"NUI4454","T2"
"NUI4451","T2"
"NUI4452","T2"
"NUI4457","T2"
"NUI4458","T2"
"NUI4455","T2"
"NUI4456","T3"
"NUI4011","T4"
"NUI4012","T4"
"NUI4009","T3"
"NUI4010","T1"
"NUI4020","T1"
"NUI4015","T4"
"NUI4013","T4"
"NUI4014","T1"
"NUI3960","T1"
"NUI4004","T1"
"NUI3958","T4"
"NUI3959","T4"
"NUI4007","T1"
"NUI4008","T3"
"NUI4005","T1"
"NUI4006","T1"
"NUI3952","T1"
"NUI3953","T4"
"NUI3950","T1"
"NUI3951","T4"
"NUI3956","T4"
"NUI3957","T4"
"NUI3954","T4"
"NUI3955","T4"
"NUI3990","T4"
"NUI3991","T4"
"NUI3963","T4"
"NUI3999","T2"
"NUI3948","T4"
"NUI3949","T4"
"NUI3986","T2"
"NUI3947","T4"
"NUI4086","T2"
"NUI4084","T4"
"NUI4069","T1"
"NUI4045","T1"
"NUI4095","T1"
"NUI4059","T1"
"NUI4040","T1"
"NUI4076","T1"
"NUI4953","T1"
"NUI4036","T1"
"NUI4951","T1"
"NUI4952","T1"
"NUI4066","T1"
"NUI4048","T4"
"NUI4037","T1"
"NUI4105","T1"
"NUI4945","T1"
"NUI4946","T1"
"NUI4943","T1"
"NUI4944","T1"
"NUI4949","T4"
"NUI4950","T1"
"NUI4947","T4"
"NUI4948","T1"
"NUI4018","T4"
"NUI4019","T1"
"NUI4016","T4"
"NUI4017","T4"
"NUI4941","T1"
"NUI4942","T1"
"NUI4939","T1"
"NUI4940","T1"
"NUI4101","T4"
"NUI4074","T1"
"NUI4097","T2"
"NUI4034","T1"
"NUI4046","T1"
"NUI4089","T4"
"NUI4038","T1"
"NUI4062","T1"
"NUI4039","T1"
"NUI4035","T1"
"NUI4078","T1"
"NUI4051","T4"
"NUI4041","T4"
"NUI4072","T1"
"NUI4075","T4"
"NUI4085","T3"
"NUI4068","T4"
"NUI4073","T4"
"NUI4106","T1"
"NUI4087","T1"
"NUI4096","T1"
"NUI4099","T4"
"NUI4042","T1"
"NUI4088","T4"
"NUI4093","T1"
"NUI4049","T1"
"NUI4064","T1"
"NUI4067","T4"
"NUI4102","T4"
"NUI4057","T4"
"NUI4044","T1"
"NUI4098","T4"
"NUI4021","T4"
"NUI4022","T2"
"NUI4110","T2"
"NUI4130","T2"
"NUI4025","T4"
"NUI4028","T2"
"NUI4023","T2"
"NUI4024","T3"
"NUI4124","T2"
"NUI4125","T2"
"NUI4122","T2"
"NUI4123","T2"
"NUI4128","T2"
"NUI4129","T2"
"NUI4126","T2"
"NUI4127","T2"
"NUI4116","T2"
"NUI4117","T2"
"NUI4114","T2"
"NUI4115","T2"
"NUI4120","T2"
"NUI4121","T2"
"NUI4118","T2"
"NUI4119","T2"
"NUI4104","T1"
"NUI4108","T2"
"NUI4092","T2"
"NUI4103","T1"
"NUI4112","T2"
"NUI4113","T1"
"NUI4109","T2"
"NUI4111","T2"
"NUI4026","T4"
"NUI4027","T4"
"NUI4094","T1"
"NUI4100","T4"
"NUI4082","T4"
"NUI4107","T4"
"NUI4052","T2"
"NUI4053","T1"
"NUI4077","T4"
"NUI4079","T4"
"NUI4065","T1"
"NUI4070","T4"
"NUI4090","T4"
"NUI4091","T4"
"NUI4081","T4"
"NUI4083","T4"
"NUI4055","T4"
"NUI4056","T1"
"NUI4080","T4"
"NUI4054","T1"
"NUI4071","T4"
"NUI4063","T1"
"NUI4058","T2"
"NUI4060","T1"
"NUI4032","T1"
"NUI4031","T2"
"NUI4029","T2"
"NUI4030","T1"
"NUI4047","T1"
"NUI4050","T1"
"NUI4033","T1"
"NUI4043","T1"
"NUI4155","T4"
"NUI4157","T1"
"NUI4153","T4"
"NUI4154","T4"
"NUI4160","T4"
"NUI4161","T4"
"NUI4158","T3"
"NUI4159","T4"
"NUI4147","T4"
"NUI4148","T4"
"NUI4145","T1"
"NUI4146","T4"
"NUI4151","T1"
"NUI4152","T1"
"NUI4149","T4"
"NUI4150","T4"
"NUI4139","T4"
"NUI4140","T1"
"NUI4137","T4"
"NUI4138","T4"
"NUI4143","T4"
"NUI4144","T4"
"NUI4141","T4"
"NUI4142","T4"
"NUI4131","T4"
"NUI4132","T4"
"NUI4061","T4"
"NUI4156","T4"
"NUI4135","T1"
"NUI4136","T1"
"NUI4133","T4"
"NUI4134","T4"
"NUI4188","T2"
"NUI4189","T2"
"NUI4186","T4"
"NUI4187","T4"
"NUI4192","T4"
"NUI4193","T2"
"NUI4190","T4"
"NUI4191","T2"
"NUI4180","T3"
"NUI4181","T2"
"NUI4178","T2"
"NUI4179","T4"
"NUI4184","T2"
"NUI4185","T1"
"NUI4182","T4"
"NUI4183","T2"
"NUI4172","T1"
"NUI4173","T2"
"NUI4170","T4"
"NUI4171","T3"
"NUI4176","T2"
"NUI4177","T2"
"NUI4174","T2"
"NUI4175","T2"
"NUI4164","T2"
"NUI4165","T2"
"NUI4162","T3"
"NUI4163","T4"
"NUI4168","T3"
"NUI4169","T2"
"NUI4166","T4"
"NUI4167","T4"
"NUI4220","T4"
"NUI4221","T4"
"NUI4218","T2"
"NUI4219","T4"
"NUI4224","T2"
"NUI4225","T2"
"NUI4222","T3"
"NUI4223","T4"
"NUI4212","T4"
"NUI4213","T1"
"NUI4210","T4"
"NUI4211","T2"
"NUI4216","T4"
"NUI4217","T2"
"NUI4214","T3"
"NUI4215","T4"
"NUI4204","T4"
"NUI4205","T4"
"NUI4202","T2"
"NUI4203","T3"
"NUI4208","T4"
"NUI4209","T4"
"NUI4206","T2"
"NUI4207","T4"
"NUI4196","T4"
"NUI4197","T4"
"NUI4194","T4"
"NUI4195","T3"
"NUI4200","T4"
"NUI4201","T4"
"NUI4198","T2"
"NUI4199","T4"
"NUI3770","T1"
"NUI3771","T1"
"NUI3768","T1"
"NUI3769","T4"
"NUI3774","T1"
"NUI3775","T1"
"NUI3772","T1"
"NUI3773","T1"
"NUI3762","T1"
"NUI3763","T1"
"NUI3760","T3"
"NUI3761","T1"
"NUI3766","T1"
"NUI3767","T4"
"NUI3764","T2"
"NUI3765","T3"
"NUI3754","T2"
"NUI3755","T2"
"NUI3752","T2"
"NUI3753","T2"
"NUI3758","T2"
"NUI3759","T1"
"NUI3756","T1"
"NUI3757","T2"
"NUI3746","T2"
"NUI3747","T2"
"NUI3744","T2"
"NUI3745","T1"
"NUI3750","T2"
"NUI3751","T2"
"NUI3748","T2"
"NUI3749","T1"
"NUI3802","T2"
"NUI3803","T2"
"NUI3800","T4"
"NUI3801","T4"
"NUI3806","T4"
"NUI3807","T2"
"NUI3804","T4"
"NUI3805","T4"
"NUI3794","T4"
"NUI3795","T1"
"NUI3792","T1"
"NUI3793","T1"
"NUI3798","T3"
"NUI3799","T3"
"NUI3796","T2"
"NUI3797","T4"
"NUI3786","T1"
"NUI3787","T1"
"NUI3784","T1"
"NUI3785","T4"
"NUI3790","T4"
"NUI3791","T2"
"NUI3788","T1"
"NUI3789","T1"
"NUI3778","T4"
"NUI3779","T4"
"NUI3776","T4"
"NUI3777","T1"
"NUI3782","T1"
"NUI3783","T4"
"NUI3780","T1"
"NUI3781","T1"
"NUI3834","T4"
"NUI3835","T4"
"NUI3832","T2"
"NUI3833","T4"
"NUI3838","T4"
"NUI3863","T4"
"NUI3836","T2"
"NUI3837","T4"
"NUI3826","T4"
"NUI3827","T4"
"NUI3824","T4"
"NUI3825","T2"
"NUI3830","T4"
"NUI3831","T4"
"NUI3828","T4"
"NUI3829","T4"
"NUI3818","T4"
"NUI3819","T4"
"NUI3816","T4"
"NUI3817","T4"
"NUI3822","T4"
"NUI3823","T4"
"NUI3820","T4"
"NUI3821","T4"
"NUI3810","T4"
"NUI3811","T4"
"NUI3808","T2"
"NUI3809","T4"
"NUI3814","T2"
"NUI3815","T4"
"NUI3812","T2"
"NUI3813","T1"
"NUI3862","T4"
"NUI3866","T4"
"NUI3860","T4"
"NUI3861","T4"
"NUI3870","T4"
"NUI3871","T2"
"NUI3868","T4"
"NUI3865","T4"
"NUI3855","T4"
"NUI3856","T4"
"NUI3853","T4"
"NUI3854","T4"
"NUI3859","T4"
"NUI3869","T4"
"NUI3857","T4"
"NUI3858","T4"
"NUI3847","T4"
"NUI3848","T4"
"NUI3845","T4"
"NUI3846","T4"
"NUI3851","T4"
"NUI3852","T4"
"NUI3849","T4"
"NUI3850","T4"
"NUI3839","T4"
"NUI3840","T4"
"NUI3864","T4"
"NUI3867","T2"
"NUI3843","T4"
"NUI3844","T4"
"NUI3841","T4"
"NUI3842","T4"
"NUI3906","T4"
"NUI3900","T2"
"NUI3896","T4"
"NUI3902","T2"
"NUI3907","T1"
"NUI3903","T2"
"NUI3901","T2"
"NUI3898","T1"
"NUI3885","T4"
"NUI3890","T1"
"NUI3883","T1"
"NUI3888","T4"
"NUI3894","T4"
"NUI3895","T2"
"NUI3892","T1"
"NUI3893","T1"
"NUI3882","T1"
"NUI3889","T4"
"NUI3880","T1"
"NUI3881","T1"
"NUI3884","T1"
"NUI3891","T4"
"NUI3887","T1"
"NUI3886","T1"
"NUI3874","T4"
"NUI3875","T4"
"NUI3872","T4"
"NUI3873","T4"
"NUI3878","T4"
"NUI3879","T4"
"NUI3876","T4"
"NUI3877","T2"
"NUI3915","T4"
"NUI3916","T4"
"NUI3913","T4"
"NUI3914","T1"
"NUI3919","T4"
"NUI3920","T1"
"NUI3917","T4"
"NUI3918","T4"
"NUI4960","T1"
"NUI3908","T4"
"NUI4957","T1"
"NUI4959","T1"
"NUI3911","T4"
"NUI3912","T4"
"NUI3909","T4"
"NUI3910","T4"
"NUI4961","T2"
"NUI4965","T1"
"NUI4956","T4"
"NUI4968","T4"
"NUI4963","T4"
"NUI4958","T3"
"NUI4966","T2"
"NUI4964","T4"
"NUI3905","T2"
"NUI3904","T2"
"NUI3897","T1"
"NUI3899","T2"
"NUI4967","T2"
"NUI4962","T2"
"NUI4955","T2"
"NUI4954","T1"
"NUI3988","T4"
"NUI3964","T3"
"NUI3945","T4"
"NUI3946","T4"
"NUI4003","T2"
"NUI3973","T4"
"NUI3961","T2"
"NUI3970","T3"
"NUI3939","T4"
"NUI3940","T4"
"NUI3937","T4"
"NUI3938","T4"
"NUI3943","T4"
"NUI3944","T3"
"NUI3941","T1"
"NUI3942","T4"
"NUI3931","T4"
"NUI3932","T3"
"NUI3929","T4"
"NUI3930","T4"
"NUI3935","T4"
"NUI3936","T4"
"NUI3933","T4"
"NUI3934","T2"
"NUI3923","T4"
"NUI3924","T4"
"NUI3921","T4"
"NUI3922","T4"
"NUI3927","T1"
"NUI3928","T4"
"NUI3925","T4"
"NUI3926","T4"
"NUI3966","T3"
"NUI3967","T2"
"NUI3994","T4"
"NUI4002","T4"
"NUI3995","T2"
"NUI3996","T2"
"NUI3968","T4"
"NUI3969","T4"
"NUI3972","T4"
"NUI3983","T2"
"NUI3998","T3"
"NUI3971","T4"
"NUI3992","T4"
"NUI4001","T4"
"NUI3989","T2"
"NUI3979","T2"
"NUI3974","T2"
"NUI3980","T2"
"NUI3985","T2"
"NUI3993","T4"
"NUI3975","T2"
"NUI3997","T2"
"NUI4000","T3"
"NUI3978","T2"
"NUI3977","T4"
"NUI3976","T3"
"NUI3962","T2"
"NUI3987","T2"
"NUI3984","T2"
"NUI3965","T4"
"NUI3981","T2"
"NUI3982","T2"
"NUI0455","T1"
